"","x"
"1962-01-01",27.0922784810127
"1962-02-01",21.9554430379747
"1962-03-01",22.943164556962
"1962-04-01",29.4710126582278
"1962-05-01",65.6715189873418
"1962-06-01",138.226329113924
"1962-07-01",165.588607594937
"1962-08-01",122.299746835443
"1962-09-01",86.3658227848101
"1962-10-01",61.2592405063291
"1962-11-01",42.1405063291139
"1962-12-01",32.3384810126582
"1963-01-01",25.1886075949367
"1963-02-01",20.786582278481
"1963-03-01",22.4578481012658
"1963-04-01",27.1845569620253
"1963-05-01",82.4183544303798
"1963-06-01",140.728101265823
"1963-07-01",172.936708860759
"1963-08-01",110.66582278481
"1963-09-01",99.6539240506329
"1963-10-01",94.4043037974684
"1963-11-01",46.8501265822785
"1963-12-01",32.0889873417722
"1964-01-01",25.0929113924051
"1964-02-01",20.3115189873418
"1964-03-01",20.9369620253165
"1964-04-01",26.0532911392405
"1964-05-01",56.9426582278481
"1964-06-01",101.085949367089
"1964-07-01",119.319493670886
"1964-08-01",97.1794936708861
"1964-09-01",151.575949367089
"1964-10-01",101.533670886076
"1964-11-01",48.053164556962
"1964-12-01",30.5270886075949
"1965-01-01",22.3894936708861
"1965-02-01",17.7755696202532
"1965-03-01",18.6915189873418
"1965-04-01",27.1640506329114
"1965-05-01",64.9572151898734
"1965-06-01",129.781139240506
"1965-07-01",193.955696202532
"1965-08-01",105.036835443038
"1965-09-01",104.124303797468
"1965-10-01",80.7573417721519
"1965-11-01",40.1308860759494
"1965-12-01",30.1101265822785
"1966-01-01",23.9513924050633
"1966-02-01",18.8384810126582
"1966-03-01",19.8569620253165
"1966-04-01",24.7955696202532
"1966-05-01",65.8458227848101
"1966-06-01",98.7379746835443
"1966-07-01",119.586075949367
"1966-08-01",95.3988607594937
"1966-09-01",103.382658227848
"1966-10-01",70.8356962025316
"1966-11-01",40.5956962025316
"1966-12-01",30.4553164556962
"1967-01-01",22.7893670886076
"1967-02-01",18.1891139240506
"1967-03-01",19.429746835443
"1967-04-01",22.5877215189873
"1967-05-01",96.2943037974684
"1967-06-01",137.365063291139
"1967-07-01",157.379240506329
"1967-08-01",77.0559493670886
"1967-09-01",64.3112658227848
"1967-10-01",77.5993670886076
"1967-11-01",40.9511392405063
"1967-12-01",29.3206329113924
"1968-01-01",23.4182278481013
"1968-02-01",19.433164556962
"1968-03-01",21.1898734177215
"1968-04-01",27.8578481012658
"1968-05-01",84.8483544303797
"1968-06-01",116.055569620253
"1968-07-01",149.935443037975
"1968-08-01",128.523417721519
"1968-09-01",161.487341772152
"1968-10-01",87.3945569620253
"1968-11-01",44.0954430379747
"1968-12-01",33.3364556962025
"1969-01-01",27.8441772151899
"1969-02-01",22.7005063291139
"1969-03-01",23.4729113924051
"1969-04-01",24.7340506329114
"1969-05-01",67.0488607594937
"1969-06-01",130.51253164557
"1969-07-01",140.33164556962
"1969-08-01",105.457215189873
"1969-09-01",114.866202531646
"1969-10-01",91.4616455696202
"1969-11-01",48.2001265822785
"1969-12-01",35.5306329113924
"1970-01-01",24.9835443037975
"1970-02-01",19.973164556962
"1970-03-01",21.9383544303797
"1970-04-01",34.02
"1970-05-01",106.957594936709
"1970-06-01",120.884810126582
"1970-07-01",132.768227848101
"1970-08-01",77.8215189873418
"1970-09-01",59.1710126582278
"1970-10-01",66.5293670886076
"1970-11-01",37.6017721518987
"1970-12-01",27.4579746835443
"1971-01-01",21.7845569620253
"1971-02-01",17.4816455696203
"1971-03-01",17.830253164557
"1971-04-01",27.2426582278481
"1971-05-01",70.1829113924051
"1971-06-01",173.381012658228
"1971-07-01",123.612151898734
"1971-08-01",77.9479746835443
"1971-09-01",102.203544303797
"1971-10-01",108.116202531646
"1971-11-01",49.676582278481
"1971-12-01",32.4854430379747
"1972-01-01",24.9732911392405
"1972-02-01",20.1713924050633
"1972-03-01",20.8241772151899
"1972-04-01",25.5303797468354
"1972-05-01",68.050253164557
"1972-06-01",139.473797468354
"1972-07-01",134.107974683544
"1972-08-01",71.0305063291139
"1972-09-01",67.9306329113924
"1972-10-01",61.2250632911392
"1972-11-01",36.1150632911392
"1972-12-01",26.5864556962025
"1973-01-01",21.8084810126582
"1973-02-01",17.2492405063291
"1973-03-01",17.9293670886076
"1973-04-01",23.0388607594937
"1973-05-01",74.6020253164557
"1973-06-01",138.253670886076
"1973-07-01",109.995949367089
"1973-08-01",66.0953164556962
"1973-09-01",82.5858227848101
"1973-10-01",74.0688607594937
"1973-11-01",39.3721518987342
"1973-12-01",28.4217721518987
"1974-01-01",22.5945569620253
"1974-02-01",18.096835443038
"1974-03-01",20.1337974683544
"1974-04-01",26.1763291139241
"1974-05-01",90.9011392405063
"1974-06-01",124.329873417722
"1974-07-01",134.685569620253
"1974-08-01",113.847721518987
"1974-09-01",133.318481012658
"1974-10-01",91.1711392405063
"1974-11-01",49.3518987341772
"1974-12-01",34.2489873417721
"1975-01-01",25.2467088607595
"1975-02-01",19.2759493670886
"1975-03-01",21.0394936708861
"1975-04-01",36.3064556962025
"1975-05-01",89.0624050632911
"1975-06-01",153.660759493671
"1975-07-01",129.603417721519
"1975-08-01",97.5793670886076
"1975-09-01",86.9912658227848
"1975-10-01",104.660886075949
"1975-11-01",49.6321518987342
"1975-12-01",32.4581012658228
"1976-01-01",23.4660759493671
"1976-02-01",19.0264556962025
"1976-03-01",20.7011392405063
"1976-04-01",32.4307594936709
"1976-05-01",92.8321518987342
"1976-06-01",147.556708860759
"1976-07-01",157.751772151899
"1976-08-01",96.1678481012658
"1976-09-01",115.153291139241
"1976-10-01",84.7389873417722
"1976-11-01",48.1317721518987
"1976-12-01",32.9639240506329
"1977-01-01",25.3594936708861
"1977-02-01",19.5083544303797
"1977-03-01",21.0907594936709
"1977-04-01",34.56
"1977-05-01",110.976835443038
"1977-06-01",174.416582278481
"1977-07-01",185.855696202532
"1977-08-01",117.094556962025
"1977-09-01",66.703670886076
"1977-10-01",65.2169620253165
"1977-11-01",38.0529113924051
"1977-12-01",28.353417721519
"1978-01-01",22.403164556962
"1978-02-01",17.5124050632911
"1978-03-01",19.1973417721519
"1978-04-01",31.5045569620253
"1978-05-01",83.4094936708861
"1978-06-01",161.384810126582
"1978-07-01",130.194683544304
"1978-08-01",87.6782278481013
"1978-09-01",68.3715189873418
"1978-10-01",60.6987341772152
"1978-11-01",38.7843037974684
"1978-12-01",28.62
"1979-01-01",22.399746835443
"1979-02-01",17.813164556962
"1979-03-01",18.7222784810127
"1979-04-01",28.0082278481013
"1979-05-01",87.2510126582279
"1979-06-01",109.462784810127
"1979-07-01",104.520759493671
"1979-08-01",83.1018987341772
"1979-09-01",133.902911392405
"1979-10-01",84.5270886075949
"1979-11-01",40.4111392405063
"1979-12-01",28.5755696202532
"1980-01-01",21.6991139240506
"1980-02-01",17.4474683544304
"1980-03-01",17.9669620253165
"1980-04-01",22.5979746835443
"1980-05-01",59.6050632911392
"1980-06-01",102.849493670886
"1980-07-01",144.521772151899
"1980-08-01",101.813924050633
"1980-09-01",124.989493670886
"1980-10-01",88.6112658227848
"1980-11-01",45.6641772151899
"1980-12-01",32.5435443037975
"1981-01-01",24.3512658227848
"1981-02-01",19.2144303797468
"1981-03-01",20.0175949367089
"1981-04-01",24.8673417721519
"1981-05-01",66.3892405063291
"1981-06-01",152.184303797468
"1981-07-01",128.267088607595
"1981-08-01",138.844936708861
"1981-09-01",152.074936708861
"1981-10-01",78.026582278481
"1981-11-01",41.1459493670886
"1981-12-01",28.9549367088608
"1982-01-01",21.880253164557
"1982-02-01",16.3879746835443
"1982-03-01",17.0305063291139
"1982-04-01",20.1508860759494
"1982-05-01",49.9158227848101
"1982-06-01",131.753164556962
"1982-07-01",196.040506329114
"1982-08-01",93.8027848101266
"1982-09-01",120.095316455696
"1982-10-01",71.9874683544304
"1982-11-01",40.0181012658228
"1982-12-01",28.2987341772152
"1983-01-01",21.5248101265823
"1983-02-01",16.6340506329114
"1983-03-01",17.5226582278481
"1983-04-01",21.606835443038
"1983-05-01",59.3179746835443
"1983-06-01",146.627088607595
"1983-07-01",181.891139240506
"1983-08-01",101.571265822785
"1983-09-01",67.9477215189873
"1983-10-01",44.5226582278481
"1983-11-01",28.5824050632911
"1983-12-01",21.2855696202532
"1984-01-01",16.2991139240506
"1984-02-01",13.3154430379747
"1984-03-01",13.4760759493671
"1984-04-01",17.8473417721519
"1984-05-01",65.6407594936709
"1984-06-01",123.369493670886
"1984-07-01",112.132025316456
"1984-08-01",92.1349367088608
"1984-09-01",108.099113924051
"1984-10-01",68.1117721518987
"1984-11-01",40.2573417721519
"1984-12-01",26.4805063291139
"1985-01-01",20.1269620253165
"1985-02-01",14.8124050632911
"1985-03-01",17.273164556962
"1985-04-01",28.7259493670886
"1985-05-01",86.4922784810127
"1985-06-01",130.061392405063
"1985-07-01",141.859367088608
"1985-08-01",92.7911392405063
"1985-09-01",79.0040506329114
"1985-10-01",63.3440506329114
"1985-11-01",36.2141772151899
"1985-12-01",25.0518987341772
"1986-01-01",18.7017721518987
"1986-02-01",14.4125316455696
"1986-03-01",15.5882278481013
"1986-04-01",22.0716455696203
"1986-05-01",66.1294936708861
"1986-06-01",118.509493670886
"1986-07-01",107.66164556962
"1986-08-01",61.0405063291139
"1986-09-01",109.65417721519
"1986-10-01",60.4287341772152
"1986-11-01",35.2777215189873
"1986-12-01",24.5973417721519
"1987-01-01",18.2232911392405
"1987-02-01",14.299746835443
"1987-03-01",14.853417721519
"1987-04-01",18.7427848101266
"1987-05-01",50.8762025316456
"1987-06-01",138.366455696203
"1987-07-01",141.886708860759
"1987-08-01",104.155063291139
"1987-09-01",109.387594936709
"1987-10-01",63.8225316455696
"1987-11-01",34.023417721519
"1987-12-01",23.0081012658228
"1988-01-01",17.4611392405063
"1988-02-01",14.2211392405063
"1988-03-01",15.8992405063291
"1988-04-01",21.6717721518987
"1988-05-01",67.0283544303797
"1988-06-01",141.958481012658
"1988-07-01",129.842658227848
"1988-08-01",102.80164556962
"1988-09-01",137.300126582278
"1988-10-01",96.2669620253165
"1988-11-01",46.8979746835443
"1988-12-01",31.9351898734177
"1989-01-01",21.7332911392405
"1989-02-01",17.276582278481
"1989-03-01",18.5377215189873
"1989-04-01",28.6986075949367
"1989-05-01",95.316835443038
"1989-06-01",190.138101265823
"1989-07-01",154.515189873418
"1989-08-01",102.70253164557
"1989-09-01",127.159746835443
"1989-10-01",103.051139240506
"1989-11-01",51.1906329113924
"1989-12-01",35.1922784810127
"1990-01-01",27.0717721518987
"1990-02-01",22.0613924050633
"1990-03-01",24.0641772151899
"1990-04-01",30.9543037974684
"1990-05-01",64.7794936708861
"1990-06-01",132.915189873418
"1990-07-01",123.936835443038
"1990-08-01",108.70746835443
"1990-09-01",123.536962025316
"1990-10-01",75.2855696202532
"1990-11-01",47.2055696202532
"1990-12-01",32.9194936708861
"1991-01-01",25.0177215189873
"1991-02-01",19.8569620253165
"1991-03-01",21.6751898734177
"1991-04-01",24.6554430379747
"1991-05-01",74.0175949367089
"1991-06-01",123.229367088608
"1991-07-01",112.135443037975
"1991-08-01",107.22417721519
"1991-09-01",87.0117721518987
"1991-10-01",86.0411392405063
"1991-11-01",47.6772151898734
"1991-12-01",32.0001265822785
"1992-01-01",24.6520253164557
"1992-02-01",20.7011392405063
"1992-03-01",22.5911392405063
"1992-04-01",35.3870886075949
"1992-05-01",91.9572151898734
"1992-06-01",211.351898734177
"1992-07-01",197.06582278481
"1992-08-01",119.924430379747
"1992-09-01",102.152278481013
"1992-10-01",86.2120253164557
"1992-11-01",45.5274683544304
"1992-12-01",30.6808860759494
"1993-01-01",24.3683544303797
"1993-02-01",19.5425316455696
"1993-03-01",20.0278481012658
"1993-04-01",27.0922784810127
"1993-05-01",87.9345569620253
"1993-06-01",119.056329113924
"1993-07-01",159.026582278481
"1993-08-01",161.043037974684
"1993-09-01",113.437594936709
"1993-10-01",91.9503797468354
"1993-11-01",56.4539240506329
"1993-12-01",35.5237974683544
"1994-01-01",26.4224050632911
"1994-02-01",20.0586075949367
"1994-03-01",20.7182278481013
"1994-04-01",34.7548101265823
"1994-05-01",81.27
"1994-06-01",166.514810126582
"1994-07-01",107.736835443038
"1994-08-01",64.3693670886076
"1994-09-01",93.2798734177215
"1994-10-01",95.7918987341772
"1994-11-01",43.1350632911392
"1994-12-01",30.2810126582278
"1995-01-01",24.0881012658228
"1995-02-01",18.7530379746835
"1995-03-01",22.1570886075949
"1995-04-01",33.9106329113924
"1995-05-01",142.105443037975
"1995-06-01",167.43417721519
"1995-07-01",140.475189873418
"1995-08-01",98.1467088607595
"1995-09-01",82.893417721519
"1995-10-01",67.0283544303797
"1995-11-01",42.5437974683544
"1995-12-01",33.2441772151899
"1996-01-01",29.7991139240506
"1996-02-01",24.2111392405063
"1996-03-01",27.6903797468354
"1996-04-01",35.9612658227848
"1996-05-01",75.1932911392405
"1996-06-01",129.282151898734
"1996-07-01",139.583164556962
"1996-08-01",100.098227848101
"1996-09-01",87.0425316455696
"1996-10-01",84.1101265822785
"1996-11-01",51.7989873417722
"1996-12-01",41.2416455696203
"1997-01-01",34.293417721519
"1997-02-01",24.9869620253165
"1997-03-01",32.0924050632911
"1997-04-01",38.8492405063291
"1997-05-01",84.8722784810127
"1997-06-01",144.275696202532
"1997-07-01",135.577594936709
"1997-08-01",86.2769620253165
"1997-09-01",59.3521518987342
"1997-10-01",55.2953164556962
"1997-11-01",47.4789873417722
"1997-12-01",34.6522784810127
"1998-01-01",37.6769620253165
"1998-02-01",28.8113924050633
"1998-03-01",28.2645569620253
"1998-04-01",31.5148101265823
"1998-05-01",80.3574683544304
"1998-06-01",107.128481012658
"1998-07-01",149.306582278481
"1998-08-01",123.577974683544
"1998-09-01",90.7746835443038
"1998-10-01",82.4081012658228
"1998-11-01",53.0737974683544
"1998-12-01",33.5996202531646
"1999-01-01",24.4264556962025
"1999-02-01",19.1187341772152
"1999-03-01",21.5589873417722
"1999-04-01",37.2189873417721
"1999-05-01",94.4760759493671
"1999-06-01",160.359493670886
"1999-07-01",196.655696202532
"1999-08-01",111.434810126582
"1999-09-01",76.1058227848101
"1999-10-01",96.5130379746835
"1999-11-01",54.0820253164557
"1999-12-01",33.6030379746835
"2000-01-01",26.0396202531646
"2000-02-01",22.5330379746835
"2000-03-01",22.143417721519
"2000-04-01",33.216835443038
"2000-05-01",87.8456962025316
"2000-06-01",140.136835443038
"2000-07-01",121.390632911392
"2000-08-01",82.8011392405063
"2000-09-01",86.3760759493671
"2000-10-01",58.6412658227848
"2000-11-01",38.1964556962025
"2000-12-01",27.7758227848101
"2001-01-01",22.5774683544304
"2001-02-01",19.173417721519
"2001-03-01",21.2582278481013
"2001-04-01",36.6824050632911
"2001-05-01",81.2426582278481
"2001-06-01",138.838101265823
"2001-07-01",103.389493670886
"2001-08-01",104.818101265823
"2001-09-01",132.149620253165
"2001-10-01",90.3440506329114
"2001-11-01",54.1640506329114
"2001-12-01",36.4739240506329
"2002-01-01",25.4244303797468
"2002-02-01",20.0791139240506
"2002-03-01",22.2903797468354
"2002-04-01",32.3418987341772
"2002-05-01",65.3536708860759
"2002-06-01",139.579746835443
"2002-07-01",104.941139240506
"2002-08-01",96.3011392405063
"2002-09-01",52.6226582278481
"2002-10-01",52.7012658227848
"2002-11-01",37.789746835443
"2002-12-01",26.9008860759494
"2003-01-01",21.4872151898734
"2003-02-01",16.7810126582278
"2003-03-01",17.8712658227848
"2003-04-01",24.6656962025316
"2003-05-01",76.8884810126582
"2003-06-01",151.616962025316
"2003-07-01",159.217974683544
"2003-08-01",123.786455696203
"2003-09-01",121.048860759494
"2003-10-01",60.5996202531646
"2003-11-01",36.2107594936709
"2003-12-01",26.6411392405063
"2004-01-01",22.8474683544304
"2004-02-01",17.6354430379747
"2004-03-01",25.5748101265823
"2004-04-01",35.7391139240506
"2004-05-01",81.9398734177215
"2004-06-01",157.625316455696
"2004-07-01",113.150506329114
"2004-08-01",85.6105063291139
"2004-09-01",136.630253164557
"2004-10-01",105.409367088608
"2004-11-01",53.1694936708861
"2004-12-01",35.8587341772152
"2005-01-01",27.3862025316456
"2005-02-01",20.3456962025316
"2005-03-01",24.1086075949367
"2005-04-01",33.6543037974684
"2005-05-01",109.414936708861
"2005-06-01",182.950632911392
"2005-07-01",149.395443037975
"2005-08-01",143.407594936709
"2005-09-01",102.036075949367
"2005-10-01",73.1426582278481
"2005-11-01",42.5130379746835
"2005-12-01",30.3254430379747
"2006-01-01",23.1106329113924
"2006-02-01",17.6935443037975
"2006-03-01",20.3935443037975
"2006-04-01",31.9112658227848
"2006-05-01",79.2467088607595
"2006-06-01",135.136708860759
"2006-07-01",127.293037974684
"2006-08-01",66.2525316455696
"2006-09-01",73.1529113924051
"2006-10-01",72.3087341772152
"2006-11-01",38.2613924050633
"2006-12-01",27.0615189873418
